,width,flickr_640_url,license,file_name,date_captured,coco_url,flickr_url,id,height
2388,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002388.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/08/28/tD4Nt8gvQ8bPXm3zoW6qnx7xGrgVTeNci89EFcnH.jpeg,2388,4032
2389,1824,https://farm66.staticflickr.com/65535/48721717661_821a56140f_z.jpg,CC,unofficial/002389.jpg,,,https://farm66.staticflickr.com/65535/48721717661_d993e63ecf_o.png,2389,4000
2390,4160,,ODBL (c) OpenLitterMap & Contributors,unofficial/002390.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/07/13/VnsaPvgVYtecXM1VRqxdCByqdcXfsGCHBCGQFVGz.jpeg,2390,3120
2391,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002391.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/21/wvSih5cg2HpEaZFIoPzAZZ3LZffvVvHF1O4JpJUE.jpeg,2391,4032
2392,1824,https://farm66.staticflickr.com/65535/48742471936_cce60c11af_z.jpg,CC,unofficial/002392.jpg,,,https://farm66.staticflickr.com/65535/48742471936_dd82774b0a_o.png,2392,4000
2393,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002393.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/04/18/Fi979qhVw882P92Bocqu37vPvXU5k9DunMiaSWji.jpeg,2393,4032
2394,4000,https://farm66.staticflickr.com/65535/49042646236_79f0b0f81a_z.jpg,CC,unofficial/002394.jpg,,,https://farm66.staticflickr.com/65535/49042646236_d717e1c1ee_o.png,2394,3000
2395,3000,https://farm66.staticflickr.com/65535/49042641291_7079d657ff_z.jpg,CC,unofficial/002395.jpg,,,https://farm66.staticflickr.com/65535/49042641291_79daa73c34_o.png,2395,4000
2396,3264,,ODBL (c) OpenLitterMap & Contributors,unofficial/002396.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/03/4qsPenL1odxXkDZp9WCTbjfpfT2TTOTJR71zQO84.jpeg,2396,2448
2397,4032,https://farm66.staticflickr.com/65535/48421428486_85ba790080_z.jpg,CC,unofficial/002397.jpg,,,https://farm66.staticflickr.com/65535/48421428486_88fa525433_o.png,2397,2268
2398,1824,https://farm66.staticflickr.com/65535/48693767453_751ea1e475_z.jpg,CC,unofficial/002398.jpg,,,https://farm66.staticflickr.com/65535/48693767453_6c177a5899_o.png,2398,4000
2399,3000,https://farm66.staticflickr.com/65535/49042792651_3f124edbe0_z.jpg,CC,unofficial/002399.jpg,,,https://farm66.staticflickr.com/65535/49042792651_c9494c4abd_o.png,2399,4000
2400,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002400.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/11/04/IBcvuRSRrbYCMGjwo78uWtOY61engXl5NqsTNfWP.jpeg,2400,2048
2401,3000,https://farm66.staticflickr.com/65535/49578896807_eae7d006ca_z.jpg,CC,unofficial/002401.jpg,,,https://farm66.staticflickr.com/65535/49578896807_e82044e042_o.png,2401,4000
2402,3264,https://farm66.staticflickr.com/65535/48660791943_264a028d01_z.jpg,CC,unofficial/002402.jpg,,,https://farm66.staticflickr.com/65535/48660791943_454b6c41b5_o.png,2402,2448
2403,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002403.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/12/17/mUbjxodsx7mS58Q0e56gEsGjtAR6oYuokKkNLwNO.jpeg,2403,2048
2404,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002404.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/764/lxDaMJH4LjXTtYnLsj9J08S8ddEwRny8EThLhQUh.jpeg,2404,4032
2405,4000,https://farm66.staticflickr.com/65535/48795130257_f013b6ac7e_z.jpg,CC,unofficial/002405.jpg,,,https://farm66.staticflickr.com/65535/48795130257_cdfe8bcd57_o.png,2405,3000
2406,4000,https://farm66.staticflickr.com/65535/48758287038_3116318a97_z.jpg,CC,unofficial/002406.jpg,,,https://farm66.staticflickr.com/65535/48758287038_37cb781dd8_o.png,2406,1824
2407,3024,https://farm66.staticflickr.com/65535/51620122600_323e35251b_z.jpg,CC,unofficial/002407.jpg,,,https://farm66.staticflickr.com/65535/51620122600_f8a2cf93b7_o.png,2407,4032
2408,3000,https://farm66.staticflickr.com/65535/48781778211_d417eeb5f3_z.jpg,CC,unofficial/002408.jpg,,,https://farm66.staticflickr.com/65535/48781778211_5697d43754_o.png,2408,4000
2409,3000,https://farm66.staticflickr.com/65535/50833308738_8c9d667256_z.jpg,CC,unofficial/002409.jpg,,,https://farm66.staticflickr.com/65535/50833308738_2c4a9bc01b_o.png,2409,4000
2410,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002410.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/19/46z4x3u1vfJWROY42nx1gY26QVfNCWhulgWFIT88.jpeg,2410,4032
2411,3264,,ODBL (c) OpenLitterMap & Contributors,unofficial/002411.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/03/osmyDHqMSmVSnYngqeBK9YE3qvC4feredJMyDwLb.jpeg,2411,2448
2412,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002412.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/700/Kli6tu008SwVnqmNHGreO77zQNvk3gwNwsBn2WwB.jpeg,2412,3024
2413,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002413.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/10/30/yu9Xitk7cwzd8bdAs9UiqQXMnrp1wbyXJ654c1IZ.jpeg,2413,4032
2414,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002414.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/18/v5ry2o4he6l8qEGPHD7A8Y2XbFzNqWf8g1fk0V0B.jpeg,2414,4032
2415,3000,https://farm66.staticflickr.com/65535/50617365526_44c7cc657c_z.jpg,CC,unofficial/002415.jpg,,,https://farm66.staticflickr.com/65535/50617365526_005d53f34f_o.png,2415,4000
2416,3492,,ODBL (c) OpenLitterMap & Contributors,unofficial/002416.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/08/28/s1FZjvbpOtiyyeMQf5HsSDD1hI1R4Oe3quMMBBSR.jpeg,2416,4656
2417,3000,https://farm66.staticflickr.com/65535/49042291858_ed6b47c428_z.jpg,CC,unofficial/002417.jpg,,,https://farm66.staticflickr.com/65535/49042291858_b22e6f7e0f_o.png,2417,4000
2418,3000,https://farm66.staticflickr.com/65535/49042293393_20a28cd7cb_z.jpg,CC,unofficial/002418.jpg,,,https://farm66.staticflickr.com/65535/49042293393_f2ac1e70ec_o.png,2418,4000
2419,3024,https://farm66.staticflickr.com/65535/51618567782_6430803cdc_z.jpg,CC,unofficial/002419.jpg,,,https://farm66.staticflickr.com/65535/51618567782_224b04cdbe_o.png,2419,4032
2420,3000,https://farm66.staticflickr.com/65535/48781938032_3763973074_z.jpg,CC,unofficial/002420.jpg,,,https://farm66.staticflickr.com/65535/48781938032_ec6d0066a2_o.png,2420,4000
2421,3000,https://farm66.staticflickr.com/65535/49042295983_5de2293e29_z.jpg,CC,unofficial/002421.jpg,,,https://farm66.staticflickr.com/65535/49042295983_1fe1aaa7bd_o.png,2421,4000
2422,3000,https://farm66.staticflickr.com/65535/48846918706_dd51901d05_z.jpg,CC,unofficial/002422.jpg,,,https://farm66.staticflickr.com/65535/48846918706_b1942cc11b_o.png,2422,4000
2423,4000,https://farm66.staticflickr.com/65535/49578685111_ce67d1b74e_z.jpg,CC,unofficial/002423.jpg,,,https://farm66.staticflickr.com/65535/49578685111_0fc5da122a_o.png,2423,3000
2424,3000,https://farm66.staticflickr.com/65535/48795144457_96ab3da5db_z.jpg,CC,unofficial/002424.jpg,,,https://farm66.staticflickr.com/65535/48795144457_11c31d6c64_o.png,2424,4000
2425,4000,https://farm66.staticflickr.com/65535/49578184858_9836713d73_z.jpg,CC,unofficial/002425.jpg,,,https://farm66.staticflickr.com/65535/49578184858_4d44dd9aa1_o.png,2425,3000
2426,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002426.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/09/02/rP4tz7Iu1G7zR4xJ6pRr0yUdLaCydAmjcWHoJ1nL.jpeg,2426,3024
2427,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002427.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/09/02/fIo9slVisYrsr9skZA5R4WwVIPpxeuyMONfDOK1G.jpeg,2427,4032
2428,3000,https://farm66.staticflickr.com/65535/49578681566_1731ac333e_z.jpg,CC,unofficial/002428.jpg,,,https://farm66.staticflickr.com/65535/49578681566_bc518cee8a_o.png,2428,4000
2429,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002429.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/30/Fsq8DXufvklZXm4QzVRrvbsC3WtBuMmuVVPtvs6v.jpeg,2429,4032
2430,687,https://farm66.staticflickr.com/65535/50834228197_11ac82c18d_z.jpg,CC,unofficial/002430.jpg,,,https://farm66.staticflickr.com/65535/50834228197_74e411740b_o.png,2430,843
2431,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002431.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/02/J4B2oDDuaJlfpP9h54sbzapQ3ovDb87BAYMhx7fO.jpeg,2431,3024
2432,3000,https://farm66.staticflickr.com/65535/49042200758_6da30eae97_z.jpg,CC,unofficial/002432.jpg,,,https://farm66.staticflickr.com/65535/49042200758_1fd9529750_o.png,2432,4000
2433,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002433.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/09/02/JfTY993S65w0SfSvGpuln55gUDg0KfVrtF6Q26UZ.jpeg,2433,4032
2434,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002434.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/12/31/Rynjer8IylGD1t68TBgvdBkoQ45Wq65qUKVtGFZV.jpeg,2434,4032
2435,717,https://farm66.staticflickr.com/65535/50833387078_f25fa682d3_z.jpg,CC,unofficial/002435.jpg,,,https://farm66.staticflickr.com/65535/50833387078_e65b50e5b1_o.png,2435,1341
2436,720,https://farm66.staticflickr.com/65535/50833281453_4a210c2aae_z.jpg,CC,unofficial/002436.jpg,,,https://farm66.staticflickr.com/65535/50833281453_0abea056d2_o.png,2436,720
2437,3000,https://farm66.staticflickr.com/65535/49494914247_11937765a7_z.jpg,CC,unofficial/002437.jpg,,,https://farm66.staticflickr.com/65535/49494914247_8fd9e8619d_o.png,2437,4000
2438,512,https://farm66.staticflickr.com/65535/51618421777_82de0ba67e_z.jpg,CC,unofficial/002438.jpg,,,https://farm66.staticflickr.com/65535/51618421777_319265f3d3_o.png,2438,384
2439,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002439.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/04/18/b3bXdn03NEcZNUHzsFcAJGa3l5FVPkhjoieW3vTk.jpeg,2439,4032
2440,3024,https://farm66.staticflickr.com/65535/51619249461_db8e837cc8_z.jpg,CC,unofficial/002440.jpg,,,https://farm66.staticflickr.com/65535/51619249461_a2fbed6cef_o.png,2440,4032
2441,3024,https://farm66.staticflickr.com/65535/51620112865_d65ccf2b76_z.jpg,CC,unofficial/002441.jpg,,,https://farm66.staticflickr.com/65535/51620112865_a538bc729c_o.png,2441,4032
2442,3264,,ODBL (c) OpenLitterMap & Contributors,unofficial/002442.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/25/knNEsdOxFxkCDNcBNGFR1o1pLiyhzjVbe2jhrqh1.jpeg,2442,2448
2443,3000,https://farm66.staticflickr.com/65535/52223783032_53a8e12dfd_z.jpg,CC,unofficial/002443.jpg,,,https://farm66.staticflickr.com/65535/52223783032_b16ffd1c05_o.png,2443,4000
2444,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002444.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/19/IHunQ2nfqKi7l5PrQqAihFZE3AbZRnnygIPFhkdW.jpeg,2444,3024
2445,1824,https://farm66.staticflickr.com/65535/48758612476_a311139beb_z.jpg,CC,unofficial/002445.jpg,,,https://farm66.staticflickr.com/65535/48758612476_7971df258d_o.png,2445,4000
2446,3000,https://farm66.staticflickr.com/65535/48794869232_3a4a6db7d4_z.jpg,CC,unofficial/002446.jpg,,,https://farm66.staticflickr.com/65535/48794869232_e8d4a15c43_o.png,2446,4000
2447,3000,https://farm66.staticflickr.com/65535/48769418016_cbe16c4cff_z.jpg,CC,unofficial/002447.jpg,,,https://farm66.staticflickr.com/65535/48769418016_76e16d13f9_o.png,2447,4000
2448,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002448.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/01/01/1g27btGCmDHI41bhRfF1X1vU5delNFgBAqjTpLrh.jpeg,2448,2048
2449,1125,https://farm66.staticflickr.com/65535/51619482553_fe1ceddede_z.jpg,CC,unofficial/002449.jpg,,,https://farm66.staticflickr.com/65535/51619482553_6783f23f6d_o.png,2449,601
2450,2048,,ODBL (c) OpenLitterMap & Contributors,unofficial/002450.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/08/15/IMxseWtaSgG0gBQNtjr1r0T5uhBBu5IqIAiEkzep.jpeg,2450,1536
2451,3000,https://farm66.staticflickr.com/65535/49056099741_c13ca67c23_z.jpg,CC,unofficial/002451.jpg,,,https://farm66.staticflickr.com/65535/49056099741_3e0ea13405_o.png,2451,4000
2452,720,https://farm66.staticflickr.com/65535/50833280918_f657850047_z.jpg,CC,unofficial/002452.jpg,,,https://farm66.staticflickr.com/65535/50833280918_80133646ca_o.png,2452,720
2453,1824,https://farm66.staticflickr.com/65535/48742124243_524b4f8fc6_z.jpg,CC,unofficial/002453.jpg,,,https://farm66.staticflickr.com/65535/48742124243_6c4181c7ce_o.png,2453,4000
2454,3000,https://farm66.staticflickr.com/65535/49042699671_0c9be505af_z.jpg,CC,unofficial/002454.jpg,,,https://farm66.staticflickr.com/65535/49042699671_fc3c2a6906_o.png,2454,4000
2455,2448,,ODBL (c) OpenLitterMap & Contributors,unofficial/002455.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/05/27/Yn18bIZZsp7pcosmS1A6zaQZ1Bll9EfeAgaQY3CN.jpeg,2455,3264
2456,1824,https://farm66.staticflickr.com/65535/48721758181_de38eae5a7_z.jpg,CC,unofficial/002456.jpg,,,https://farm66.staticflickr.com/65535/48721758181_1a4695e234_o.png,2456,4000
2457,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002457.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/11/03/zovsdRkfqNtPCtGEKjzylvNaYSPaeIWJya9jjP23.jpeg,2457,2048
2458,3000,https://farm66.staticflickr.com/65535/49042696451_6ff98e864a_z.jpg,CC,unofficial/002458.jpg,,,https://farm66.staticflickr.com/65535/49042696451_342673e614_o.png,2458,4000
2459,3000,https://farm66.staticflickr.com/65535/48846916741_3390d3a6d3_z.jpg,CC,unofficial/002459.jpg,,,https://farm66.staticflickr.com/65535/48846916741_fda6e4a695_o.png,2459,4000
2460,3000,https://farm66.staticflickr.com/65535/51276181124_c47e91bcbb_z.jpg,CC,unofficial/002460.jpg,,,https://farm66.staticflickr.com/65535/51276181124_2313545d63_o.png,2460,4000
2461,3000,https://farm66.staticflickr.com/65535/49056099696_ceb90fed17_z.jpg,CC,unofficial/002461.jpg,,,https://farm66.staticflickr.com/65535/49056099696_864c997222_o.png,2461,4000
2462,2268,https://farm66.staticflickr.com/65535/50833430203_08d54842d5_z.jpg,CC,unofficial/002462.jpg,,,https://farm66.staticflickr.com/65535/50833430203_9b6b414509_o.png,2462,4032
2463,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002463.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/700/3yUy9Rk8ODe5MghgREHhAXKtTwFYTQarMUePO96X.jpeg,2463,3024
2464,4000,https://farm66.staticflickr.com/65535/49578678586_93d632647e_z.jpg,CC,unofficial/002464.jpg,,,https://farm66.staticflickr.com/65535/49578678586_51abfde394_o.png,2464,3000
2465,1824,https://farm66.staticflickr.com/65535/48753782156_f58cdf0032_z.jpg,CC,unofficial/002465.jpg,,,https://farm66.staticflickr.com/65535/48753782156_7b435e7219_o.png,2465,4000
2466,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002466.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/10/15/5aiA8mJmrSE2KYNJYGOimxu6sXj2GtEh8IE69wte.jpeg,2466,2048
2467,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002467.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/700/vHX6VuPtNllqoWBtlKIfyS1BZUAR8s6oz3WIl8YJ.jpeg,2467,3024
2468,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002468.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/764/fijIkqUG2GuyP5Hg2HaQd96jRjCzfESYwQpHm48n.jpeg,2468,4032
2469,1824,https://farm66.staticflickr.com/65535/48693736383_79ac8e325d_z.jpg,CC,unofficial/002469.jpg,,,https://farm66.staticflickr.com/65535/48693736383_1ec392c771_o.png,2469,4000
2470,1824,https://farm66.staticflickr.com/65535/48727161237_b15a06644d_z.jpg,CC,unofficial/002470.jpg,,,https://farm66.staticflickr.com/65535/48727161237_3700e10785_o.png,2470,4000
2471,2268,https://farm66.staticflickr.com/65535/50833416768_70696ff557_z.jpg,CC,unofficial/002471.jpg,,,https://farm66.staticflickr.com/65535/50833416768_77c826bd06_o.png,2471,4032
2472,3120,,ODBL (c) OpenLitterMap & Contributors,unofficial/002472.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/04/17/6vyABPvGatHCVIiOYfjtyHGYDobDG9E86IyNqMAY.jpeg,2472,4160
2473,3000,https://farm66.staticflickr.com/65535/49042290778_fd5888bd3a_z.jpg,CC,unofficial/002473.jpg,,,https://farm66.staticflickr.com/65535/49042290778_a7a4668c9c_o.png,2473,4000
2474,3000,https://farm66.staticflickr.com/65535/48769420681_a1bbf2aaf6_z.jpg,CC,unofficial/002474.jpg,,,https://farm66.staticflickr.com/65535/48769420681_bc303745c4_o.png,2474,4000
2475,3000,https://farm66.staticflickr.com/65535/49043476852_10a416a532_z.jpg,CC,unofficial/002475.jpg,,,https://farm66.staticflickr.com/65535/49043476852_22836a8115_o.png,2475,4000
2476,2448,https://farm66.staticflickr.com/65535/48630584623_e17bca1a4f_z.jpg,CC,unofficial/002476.jpg,,,https://farm66.staticflickr.com/65535/48630584623_8f9a061764_o.png,2476,3264
2477,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002477.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/05/04/omfzmsgf6jAJHYa9cNmbjKcRZpvX8K6KaSvqQ046.jpeg,2477,3024
2478,1824,https://farm66.staticflickr.com/65535/48721716531_aea3cd31e9_z.jpg,CC,unofficial/002478.jpg,,,https://farm66.staticflickr.com/65535/48721716531_3ec26912dd_o.png,2478,4000
2479,2448,https://farm66.staticflickr.com/65535/48661293362_06501d23d9_z.jpg,CC,unofficial/002479.jpg,,,https://farm66.staticflickr.com/65535/48661293362_0ba5c41c98_o.png,2479,3264
2480,2448,https://farm66.staticflickr.com/65535/48580370921_ee7dc8753a_z.jpg,CC,unofficial/002480.jpg,,,https://farm66.staticflickr.com/65535/48580370921_cfc804406e_o.png,2480,3264
2481,2048,,ODBL (c) OpenLitterMap & Contributors,unofficial/002481.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/11/04/PszIH84ZYj9BdWqkeHiHVOBehuVB1MGQ3w0pKixO.jpeg,2481,1536
2482,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002482.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/08/15/ISKhrdGL8ZAFHTg6aTFz9RLjLtHLLniRaJA09fou.jpeg,2482,2048
2483,679,https://farm66.staticflickr.com/65535/50834224772_5c4c879bf9_z.jpg,CC,unofficial/002483.jpg,,,https://farm66.staticflickr.com/65535/50834224772_c43d4da622_o.png,2483,573
2484,3000,https://farm66.staticflickr.com/65535/49578685186_3c5b99be77_z.jpg,CC,unofficial/002484.jpg,,,https://farm66.staticflickr.com/65535/49578685186_cb74db06a0_o.png,2484,4000
2485,1824,https://farm66.staticflickr.com/65535/48694147291_83e51dd6a5_z.jpg,CC,unofficial/002485.jpg,,,https://farm66.staticflickr.com/65535/48694147291_a7c13cda5d_o.png,2485,4000
2486,2448,,ODBL (c) OpenLitterMap & Contributors,unofficial/002486.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/03/BiZ6B8OPxcoBlWJ37d6XtQsiDBEeneZYbKAHuOJt.jpeg,2486,3264
2487,3000,https://farm66.staticflickr.com/65535/49042292738_3a1d11c964_z.jpg,CC,unofficial/002487.jpg,,,https://farm66.staticflickr.com/65535/49042292738_6b47d27104_o.png,2487,4000
2488,3024,https://farm66.staticflickr.com/65535/51619246336_5c122e0303_z.jpg,CC,unofficial/002488.jpg,,,https://farm66.staticflickr.com/65535/51619246336_58a2435eb3_o.png,2488,4032
2489,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002489.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/10/30/UEkH5oPDhlTUuod6mtJ1hcolfUGiMjxun0AlwjnJ.jpeg,2489,4032
2490,4032,,ODBL (c) OpenLitterMap & Contributors,unofficial/002490.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/10/27/Jy62zlswjZ7byHGRqEMu6tqNzcUYJnQn5X2fWoOW.jpeg,2490,3024
2491,2048,,ODBL (c) OpenLitterMap & Contributors,unofficial/002491.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/10/15/nbXjwkhEMcGW60dqNkGDWVC7EGZD83fP5Sc7zeQH.jpeg,2491,1536
2492,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002492.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/18/aMeOnBVWpzm0sYM8y8VTVbURmwGjKSPfBFKPhSCZ.jpeg,2492,4032
2493,1536,,ODBL (c) OpenLitterMap & Contributors,unofficial/002493.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/12/12/nPlEmjKDADERxjF5WFrOURGwc4oXIhMDBg9BoZDe.jpeg,2493,2048
2494,4000,https://farm66.staticflickr.com/65535/48797568943_5b30269280_z.jpg,CC,unofficial/002494.jpg,,,https://farm66.staticflickr.com/65535/48797568943_dc6543fa81_o.png,2494,3000
2495,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002495.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/06/02/i4lfefQ3gD9EzuQ0JC1PFDb2NrCpH8K6nO8UQAKF.jpeg,2495,4032
2496,3024,,ODBL (c) OpenLitterMap & Contributors,unofficial/002496.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/764/J4mh3l1zGBNvvbTXzD64kklTqlhZA8OMgUIlXGAm.jpeg,2496,4032
2497,4000,https://farm66.staticflickr.com/65535/49578904302_4b4ac908a8_z.jpg,CC,unofficial/002497.jpg,,,https://farm66.staticflickr.com/65535/49578904302_44e90ae867_o.png,2497,3000
2498,3000,https://farm66.staticflickr.com/65535/48846558293_c042002707_z.jpg,CC,unofficial/002498.jpg,,,https://farm66.staticflickr.com/65535/48846558293_373c5d638a_o.png,2498,4000
2499,3000,https://farm66.staticflickr.com/65535/49056306267_31eb8986ba_z.jpg,CC,unofficial/002499.jpg,,,https://farm66.staticflickr.com/65535/49056306267_9ee79eb674_o.png,2499,4000
2500,3000,https://farm66.staticflickr.com/65535/51276178829_84acc352e2_z.jpg,CC,unofficial/002500.jpg,,,https://farm66.staticflickr.com/65535/51276178829_70c4c5ec2c_o.png,2500,4000
2501,864,https://farm66.staticflickr.com/65535/50834134436_bac4cea6f2_z.jpg,CC,unofficial/002501.jpg,,,https://farm66.staticflickr.com/65535/50834134436_18a313497b_o.png,2501,672
2502,3000,https://farm66.staticflickr.com/65535/49042211483_e28f870006_z.jpg,CC,unofficial/002502.jpg,,,https://farm66.staticflickr.com/65535/49042211483_8fcc354ae7_o.png,2502,4000
2503,3000,https://farm66.staticflickr.com/65535/49042919192_f099e9677a_z.jpg,CC,unofficial/002503.jpg,,,https://farm66.staticflickr.com/65535/49042919192_a31f7e4dc5_o.png,2503,4000
2504,3000,https://farm66.staticflickr.com/65535/48781770546_60b7e9fe84_z.jpg,CC,unofficial/002504.jpg,,,https://farm66.staticflickr.com/65535/48781770546_ab55d10cf2_o.png,2504,4000
2505,648,https://farm66.staticflickr.com/65535/50834231612_8a793d2472_z.jpg,CC,unofficial/002505.jpg,,,https://farm66.staticflickr.com/65535/50834231612_973d81ef3f_o.png,2505,480
2506,1824,https://farm66.staticflickr.com/65535/48694142546_53ff951c54_z.jpg,CC,unofficial/002506.jpg,,,https://farm66.staticflickr.com/65535/48694142546_1d37d32c7f_o.png,2506,4000
2507,3000,https://farm66.staticflickr.com/65535/48794868432_6097357db0_z.jpg,CC,unofficial/002507.jpg,,,https://farm66.staticflickr.com/65535/48794868432_7fafaef957_o.png,2507,4000
2508,4000,https://farm66.staticflickr.com/65535/48758796152_29899d72e4_z.jpg,CC,unofficial/002508.jpg,,,https://farm66.staticflickr.com/65535/48758796152_b3a99d8b77_o.png,2508,1824
2509,2048,,ODBL (c) OpenLitterMap & Contributors,unofficial/002509.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/01/26/LzFWlSNhbsjXrltbeTPQyDqplVtHTtZLEvbRNSUg.jpeg,2509,1536
2510,3024,https://farm66.staticflickr.com/65535/51620118465_0741f12cee_z.jpg,CC,unofficial/002510.jpg,,,https://farm66.staticflickr.com/65535/51620118465_ec9590ac06_o.png,2510,4032
2511,3264,,ODBL (c) OpenLitterMap & Contributors,unofficial/002511.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/09/03/EHRqeMxrAu76VO1ZcizjlTlOvDdvxyhxUzl1jzCX.jpeg,2511,2448
2512,3000,https://farm66.staticflickr.com/65535/48846565558_cc83c8e533_z.jpg,CC,unofficial/002512.jpg,,,https://farm66.staticflickr.com/65535/48846565558_46253c8338_o.png,2512,4000
2513,2048,,ODBL (c) OpenLitterMap & Contributors,unofficial/002513.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2019/04/15/EzdjMkS8JOZ74b6DnUZ69hgOWs7Cl4zFDJomvtYs.jpeg,2513,1536
2514,2976,https://farm66.staticflickr.com/65535/50834010251_e91ba732d7_z.jpg,CC,unofficial/002514.jpg,,,https://farm66.staticflickr.com/65535/50834010251_6034c40586_o.png,2514,3968
2515,3000,https://farm66.staticflickr.com/65535/49043479052_fb02063a57_z.jpg,CC,unofficial/002515.jpg,,,https://farm66.staticflickr.com/65535/49043479052_ffa343f671_o.png,2515,4000
2516,3120,,ODBL (c) OpenLitterMap & Contributors,unofficial/002516.jpg,,,https://olm-s3.s3.eu-west-1.amazonaws.com/2018/08/21/O0aimYMHUaoN5a5NB2iwrfBhIXmglarWjeE2daFc.jpeg,2516,4160
